predictor,response,len,spearman,p-value-spearman,pearson,p-value-pearson,F-statistic,p-value-chi2,what
AR,IV,131,0.04985758413278969,0.5717140904779949,0.03872211271652497,0.6605804212544197,8.944279176657783,0.4424335657148567,9.0
AR,LA,257,0.43669457846393467,2.1626495044013368e-13,0.45326722316493256,1.9996648719725834e-14,99.98574001623666,1.5840023391783034e-17,9.0
AR,LR,258,0.2157140433066511,0.00048442338409098595,0.20549866590289093,0.0008992841675918049,39.16734209486102,1.07470252622192e-05,9.0
AR,LN,254,0.2968399175895436,1.4608713207070927e-06,0.3618152370355089,2.842945492682928e-09,34.05069592780946,8.751296797141145e-05,9.0
AR,LD,241,0.20791437647344488,0.0011684658206912231,0.294906756747213,3.1867810289892616e-06,29.8777100276367,4.1469432693686876e-05,6.0
AR,LC,218,-0.018380646269229667,0.7872760002115364,-0.02821454418557539,0.6786761939006473,10.618276598465853,0.5618841528615375,12.0
AR,LE,259,0.14002674003676216,0.02421304653304957,0.14772078183830994,0.017364038505010292,33.14678087197751,9.825465165111569e-06,6.0
AR,LQ,259,0.19081462125457807,0.002039589378321829,0.18590879438994487,0.002667397878097314,33.4740920147311,8.49775349911905e-06,6.0
AR,LG,248,0.3742992848461252,1.1475066279056628e-09,0.4376260356013566,5.027749349226025e-13,38.50150083828263,8.962213654475799e-07,6.0
AR,LH,257,0.3523627703135291,6.298570810328661e-09,0.3838394137052208,1.901992680441031e-10,41.97803914583978,3.31706780887017e-06,9.0
AR,LI,272,0.14156469559033164,0.019503347375782614,0.05799171629557641,0.34068059069773676,25.133784274229278,0.0028266992837096784,9.0
AR,LK,258,0.12228299810252483,0.049763957386427596,0.10631106705308659,0.08835317692401094,18.437789649999715,0.005226389888853553,6.0
AR,LM,271,0.16072789365803514,0.00802677252058878,0.03827188623798781,0.5304282592224316,18.60973464691343,0.028723473489507864,9.0
AR,LF,270,0.24474624818063,4.804806931105992e-05,0.3155755756088578,1.1749024036902107e-07,28.6754489726701,0.0007349572514703481,9.0
AR,LP,217,0.12081208141600804,0.07574863719207958,0.23883778287263693,0.0003859821863597815,17.90277655152117,0.0064798103918660855,6.0
AR,LS,258,0.3167623876081644,2.017555304515488e-07,0.3686715404657658,9.991494314537879e-10,32.47780374045617,1.3212428748889136e-05,6.0
AR,LT,258,0.30001602098695773,9.148431344107382e-07,0.3375922140750065,2.693191951648198e-08,30.694862982446523,0.0003339016917683424,9.0
AR,LW,263,0.17839175232143853,0.0037011939565437823,0.21274568846751826,0.000513583711041104,19.24093128464794,0.02322048285435901,9.0
AR,LY,265,0.20340068734889288,0.0008673605888966239,0.2235236459721577,0.0002444387018971491,113.64332886177668,2.660206419018367e-20,9.0
AR,LV,260,0.27321813442017606,7.836060009197704e-06,0.24550825871446036,6.306670597172155e-05,34.75734672718529,6.574965152533112e-05,9.0
AR,KA,308,-0.13096326848085466,0.0215071703426118,-0.11183681456614034,0.049890307274576134,97.71154261098523,4.5640156179502974e-17,9.0
